Nombre Estacion	Provincia	Fecha	Temperatura media diaria	Temperatura de rocio	 Presion reducida al nivel medio del mar (hpa)	Presion al nivel de la estacion (hpa)	Visibilidad en km	 Viento medio (m/s)	Máximo viento sostenido (m/s)	 Temperatura Máxima (Celsisus)	Temperatura Minima (Celsisus)	Neblina	Lluvia	Nieve o agua nieve	Granizo	random
Mendoza_Aero	Mendoza	10601	14,4	-1,6	1008,4	928,9	10,6	1,2	3,6	24,5	4,5	0	0	0	0	0,269494359
Azul_Aero	Buenos_Aires	10310	18,6	9,7	1007,9	990,8	15	3,9	6,7	28,2	12,7	0	0	0	0	0,019710282
Rio_Gallegos_Aero	Santa_Cruz	11015	6,7	-1,8	1001,6	999,2	15,6	9,1	16,5	13	2,5	0	1	0	0	0,785618074
Santiago_Del_Estero_Aero	Santiago_del_Estero	10325	25,1	17	1012,5	989,5	12,2	1,3	2,1	28,8	15	0	0	0	0	0,294565054
Chamical_Aero	La_Rioja	10820	21,1	5,5	1010,4	957,6	19,2	0,7	2,1	28,7	12,1	0	0	0	0	0,080330777
Santiago_Del_Estero_Aero	Santiago_del_Estero	10519	13,7	7,2	1021,6	998	13,2	1,5	2,6	19,8	5,6	0	0	0	0	0,265968405
Mar_Del_Plata_Aero	Buenos_Aires	10904	6,6	2	1026,9	1024,3	10	3,1	8,2	10,2	3	0	0	0	0	0,223779759
San_Julian_Aero	Santa_Cruz	10612	5,5	-1	1002,4	994,7	29,9	7,2	15,4	13,9	-2,3	0	0	0	0	0,996428802
Marcos_Juarez_Aero	Cordoba	10302	21,1	16,6	1006,1	992,9	14,3	8,1	10,8	31,5	17	0	1	0	0	0,944735326
Formosa_Aero	Formosa	10621	10,3	10,1	1014,1	1006,8	5	1,8	4,1	12,6	9	0	1	0	0	0,633102024
Iguazu_Aero	Misiones	10809	16,1	15,1	1011,8	980,5	9,3	5,1	8,2	30,8	11	0	1	0	0	0,347513091
Laboulaye_Aero	Cordoba	10706	9,6	8,1	1017,9	1001,3	8,4	3	5,1	13,4	8,6	0	1	0	0	0,060692406
Tandil_Aero	Buenos_Aires	10927	11,2	7,4	1021,4	1000,2	14,5	3,4	4,6	17,3	4	1	0	0	0	0,207590538
Villa_Dolores_Aero	Cordoba	10912	15,8	4,6	1008,7	944	15	5,2	12,3	28,2	9	0	0	0	0	0,406567131
Rosario_Aero	Santa_Fe	10124	28,7	19,8	1002,9	1000,1	10,3	3,8	8,7	37	21,9	0	1	0	0	0,30110822
Ushuaia_Aero_II	Ushuaia	10907	3,9	-1	997	990	17,2	4,5	9,3	8	1,7	0	0	0	0	0,315044282
Chamical_Aero	La_Rioja	10128	30,1	15,7	1010,1	959,2	20	6,8	7,7	37	22,2	0	0	0	0	0,272335447
Tandil_Aero	Buenos_Aires	11012	11,9	7,7	1022,8	1001,6	15,8	5	7,2	19,2	6,5	0	0	0	0	0,143814093
Esquel_Aero	Chubut	10607	5	-4,2	1013,6	920,3	16,9	6,5	15,9	13	1	0	0	0	0	0,953708091
Villa_Reynolds_Aero	San_Luis	10527	11,6	5,6	1006,9	950,2	15	1,2	6,7	25,4	1,7	0	0	0	0	0,330013962
Villa_Reynolds_Aero	San_Luis	10709	11,2	2,4	1017,1	959,6	15	4,2	7,7	16,1	1,8	0	0	0	0	0,756331283
San_Luis_Aero	San_Luis	11010	21,6	-4,8	1013	933	20	3,5	8,8	29,4	12,1	0	0	0	0	0,578553482
Cordoba_Aero	Cordoba	10425	19,6	12,2	1013,4	956,8	9,5	3,3	7,7	30	10	0	0	0	0	0,253978241
Junin_Aero	Buenos_Aires	10523	9	6,1	1019,7	1009,7	3,5	1,6	4,1	17,4	1,5	1	0	0	0	0,290383875
Ezeiza_Aero	Buenos_Aires	10428	19,1	16,7	1010,5	1008,1	7,6	3,8	8,2	25,1	15	0	1	0	0	0,780851133
Paso_De_Los_Libres_Aero	Corrientes	11007	18,8	8,5	1022,5	1014,1	11,6	7,3	9,3	27	11,4	0	0	0	0	0,827005489
Formosa_Aero	Formosa	10719	13,2	7,4	1016,8	1009,7	14	7	12,9	18,6	10	0	0	0	0	0,366731572
San_Rafael_Aero	Mendoza	10117	23,8	14,7	1012,9	930,1	20	3,6	6,7	33	18,4	0	1	0	0	0,986051716
Tandil_Aero	Buenos_Aires	10212	22,4	13,6	1002,3	982,5	17,4	2,8	5,1	31,8	14,4	0	1	0	0	0,553223069
Rio_Gallegos_Aero	Santa_Cruz	10310	8,1	3,7	1003,4	1001,1	16,9	5,5	11,8	12,2	3	0	1	0	0	0,37646776
San_Luis_Aero	San_Luis	11025	20,3	3,8	1013,8	933,4	20	5,1	10,3	26,7	14,6	0	0	0	0	0,681654667
Santiago_Del_Estero_Aero	Santiago_del_Estero	10621	6,4	1,9	1017,6	993,3	11,9	1,5	3,6	15	0	0	0	0	0	0,222369847
Sauce_Viejo_Aero	Santa_Fe	10829	16,9	3,3	1017,6	1015,5	12,1	6,5	9,8	28,1	7	0	0	0	0	0,926506851
Azul_Aero	Buenos_Aires	10922	5,7	0,6	1024,3	1006,1	13,2	3,3	4,1	14,1	-1,5	1	0	0	0	0,012970226
Mendoza_Aero	Mendoza	10720	2,6	-6,5	1015	931,2	10,1	1,9	8,2	11	-4	0	0	0	0	0,069662266
San_Julian_Aero	Santa_Cruz	10316	13,7	5,1	1019,7	1012,2	29,9	4,6	7,2	19	5,8	0	0	0	0	0,993683
Pilar	Cordoba	10724	5,6	-4,6	1028,9	987,3	15,4	1,9	3,1	14,4	-4,4	0	0	0	0	0,973464734
Resistencia_Aero	Chaco	10924	10,9	3,5	1028,8	1022,4	12,4	2,6	5,1	18,6	2,6	0	0	0	0	0,256166674
San_Martin_Mza	Mendoza	10415	16,8	9,3	1016,3	941,5	15	1,9	3,6	27,2	9	0	0	0	0	0,436653969
Laboulaye_Aero	Cordoba	10717	14,4	5,4	1009,7	993,4	10,3	0,5	2,1	25,2	2,2	0	0	0	0	0,415858414
San_Martin_Mza	Mendoza	10828	13,2	-1,8	1020	943,9	15	2,7	4,1	24,4	2,5	0	0	0	0	0,829202121
Viedma_Aero	Rio_Negro	10526	13,3	6,1	1006,6	1005,8	29,9	3,2	5,1	21,1	6	0	0	0	0	0,008210588
Cordoba_Aero	Cordoba	10725	7	-10,3	1022,2	962,2	10,6	4,6	10,3	21,4	-6,8	0	0	0	0	0,248957677
Ceres_Aero	Santa_Fe	11004	16,1	6,5	1022,5	1012	15	5,3	8,7	25	9,4	0	0	0	0	0,354171755
San_Juan_Aero_II	San_Juan	10517	7,1	-2,1	1020,9	949,8	15	1,9	3,1	16,6	-0,5	0	0	0	0	0,925571309
Catamarca_Aero_II	Catamarca	10810	9,7	-2,4	1024,4	969,7	20	7,2	12,3	20,1	2,5	0	0	0	0	0,561253174
Concordia_Aero	Entre_Rios	10915	11,8	11,1	1014,1	1009,5	9,5	6,3	8,8	13,8	10,2	0	1	0	0	0,173558898
Iguazu_Aero	Misiones	10713	18,8	16,1	1017	985,5	13	3	5,1	25,2	13,7	0	0	0	0	0,430234872
Ceres_Aero	Santa_Fe	10319	19,9	14,3	1016,3	1006	16,3	3,3	4,6	24,4	15,4	0	0	0	0	0,218594555
General_Pico_Aero	La_Pampa	10504	15,1	11,4	1016,1	998,9	14	2,3	9,3	22,3	10	0	0	0	0	0,726704235
Neuquen_Aero	Neuquen	11030	22,4	11,1	1006,8	975,8	11,7	2,5	9,3	30	16,4	0	0	0	0	0,706083012
Ceres_Aero	Santa_Fe	10809	11,9	-5,7	1027	1016,3	13,2	5,1	8,2	19,5	8,5	0	0	0	0	0,787820555
Trelew_Aero	Chubut	10725	8	-0,9	1009,8	1004,6	29,9	4,9	12,9	15,1	2	0	0	0	0	0,17770176
Formosa_Aero	Formosa	11111	23,7	20,6	1002,8	996,1	10,9	4,3	8,8	37,7	19,9	0	1	0	0	0,817100601
Mar_Del_Plata_Aero	Buenos_Aires	10517	8,6	1,6	1023	1020,4	10	3,9	7,2	17	1	0	0	0	0	0,562960812
Marcos_Juarez_Aero	Cordoba	10324	20,8	16,2	1013,6	1000,3	15,6	3,8	8,2	29,4	13,2	0	0	0	0	0,523252905
Rosario_Aero	Santa_Fe	10507	12,4	3,9	1022,7	1019,7	11,6	2,8	5,7	26,3	3,9	0	0	0	0	0,571982881
Bahia_Blanca_Aero	Buenos_Aires	10810	9,3	-6,3	1017,1	1006,9	14,6	8	11,3	18,4	0,9	0	0	0	0	0,803231706
San_Rafael_Aero	Mendoza	10525	12,4	5,1	1015,4	929,2	20	3	4,6	20,8	6,6	0	0	0	0	0,277479309
Marcos_Juarez_Aero	Cordoba	10312	18,8	14,5	1010,5	997,2	20	3,3	5,1	25,5	13,3	0	0	0	0	0,74993444
Presidencia_R_S_Penia_Aero	Chaco	10912	32,3	12,6	1003,4	993,2	12,9	6,1	10,8	39,4	25,7	0	0	0	0	0,624124193
Azul_Aero	Buenos_Aires	10723	2,6	-2,8	1022,8	1004,4	16,9	4,2	8,2	8	-4,2	0	0	0	0	0,589376939
El_Bolson	Rio_Negro	10328	14	7,9	1019,5	979,2	29,9	0,8	3,1	23,1	3,5	0	0	0	0	0,430471542
Sauce_Viejo_Aero	Santa_Fe	10612	17,3	13,6	1017,6	1015,5	12,1	3	4,1	26	13	0	0	0	0	0,106069745
Resistencia_Aero	Chaco	10509	17,4	11,4	1015,3	1009	11,6	3,2	5,7	26,2	10,5	0	0	0	0	0,56073902
Dolores_Aero	Buenos_Aires	10107	24,8	19,4	1002,6	1001,5	10	5	8,2	29,7	19,6	0	0	0	0	0,18858296
Laboulaye_Aero	Cordoba	11113	22,6	9,1	1010,2	994,3	8	7,8	13,9	32,4	13,6	0	0	0	0	0,808159027
Iguazu_Aero	Misiones	10422	20,2	16,6	1019,6	988,1	13,2	2,4	6,2	27,4	13,8	0	0	0	0	0,20727873
General_Pico_Aero	La_Pampa	10818	11,9	2,3	1016,8	999,4	13,2	7,7	9,8	22	3,8	0	0	0	0	0,868855409
Sauce_Viejo_Aero	Santa_Fe	11010	19,9	16,9	1014	1011,9	12,1	3,3	5,7	26,6	15,8	0	0	0	0	0,419767153
San_Antonio_Oeste_Aero	Rio_Negro	11024	13,7	-1,6	1024,6	1022,2	29,9	3,7	5,1	19,9	3,2	0	0	0	0	0,047674806
La_Plata	Buenos_Aires	10110	25,3	16,8	1019,1	1016,4	10	3,3	5,1	29,5	19,7	0	0	0	0	0,427132733
Azul_Aero	Buenos_Aires	10224	19,6	13,1	1006,9	989,8	16,3	3,7	9,3	27,5	12,6	0	1	0	0	0,552037464
Formosa_Aero	Formosa	10825	8	7,7	1024,2	1016,8	5,8	5	9,3	9,4	7	0	1	0	0	0,027358012
La_Rioja_Aero	La_Rioja	10125	30,8	14,2	1008,6	960,1	20	2,5	4,1	41	23,4	0	0	0	0	0,405642085
Dolores_Aero	Buenos_Aires	11016	19,7	14,3	1017,7	1016,7	10	3,2	4,1	26,9	14,5	0	0	0	0	0,422106703
Laboulaye_Aero	Cordoba	10822	9,3	-4,2	1019	1002,5	9,2	6,4	8,7	23,9	4,1	0	0	0	0	0,673373431
Paso_De_Los_Libres_Aero	Corrientes	10524	14,9	12,8	1019,5	1011,1	11,4	2,7	4,6	20	10,3	0	0	0	0	0,092579365
Santiago_Del_Estero_Aero	Santiago_del_Estero	10310	27,1	21,3	1006,2	983,8	12,6	2,8	5,1	38,2	23,2	0	1	0	0	0,052133932
Mendoza_Aero	Mendoza	10605	14,4	1,2	1012,5	932,4	9,8	1,9	9,3	24,1	5,8	0	0	0	0	0,276722713
Santiago_Del_Estero_Aero	Santiago_del_Estero	10424	24,2	12,6	1014,3	991,5	12,4	2,4	4,6	34,2	13,2	0	0	0	0	0,410993217
Concordia_Aero	Entre_Rios	10401	21,9	18,6	1013,5	1008,8	14	2,6	4,6	30,8	20,3	0	1	0	0	0,910049559
Paso_De_Los_Libres_Aero	Corrientes	10812	11	6,1	1013,8	1005,3	9,5	2,7	4,1	19,2	4,9	1	0	0	0	0,636052566
San_Julian_Aero	Santa_Cruz	10620	9	0,4	993,2	985,6	29,9	11,6	18,5	13	0,9	0	0	0	0	0,712368528
Monte_Caseros_Aero	Corrientes	10815	9,1	1,6	1026,8	1020,1	13,8	3,2	5,7	16	0,5	0	0	0	0	0,664733539
Sauce_Viejo_Aero	Santa_Fe	10902	18,8	12,2	1009,5	1007,4	12,1	2,5	5,7	26,5	11,3	0	0	0	0	0,343548337
Catamarca_Aero_II	Catamarca	10717	16,2	5,2	1009,8	957,3	18,8	3,7	6,2	28,5	7,5	0	0	0	0	0,67027464
Rosario_Aero	Santa_Fe	10109	25,2	18,8	1014,6	1011,7	11,4	2,7	5,1	33	18	0	0	0	0	0,041946862
Gualeguaychu_Aero	Entre_Rios	10331	25,9	16	1013,9	1011,2	15	2,9	5,1	31	18	0	0	0	0	0,581712182
Reconquista_Aero	Santa_Fe	10208	27,2	20,4	1010,5	1004,4	9,2	3,1	6,7	33,6	20,8	0	0	0	0	0,221584789
San_Antonio_Oeste_Aero	Rio_Negro	10528	11,5	4,4	999,7	997,2	29,9	7,3	11,3	16,9	5,6	0	0	0	0	0,076929517
San_Juan_Aero_II	San_Juan	10505	15,3	7,7	1021,2	951,9	15	1,9	4,1	24,5	7,5	0	0	0	0	0,798505128
Presidencia_R_S_Penia_Aero	Chaco	10427	27,7	18,9	1008,5	998	20	5,1	7,7	34,1	20,1	0	0	0	0	0,916289656
Pilar	Cordoba	10326	18	8,4	1020,9	981,4	17,5	0,9	2,6	25,6	9	0	0	0	0	0,132559612
Rio_Gallegos_Aero	Santa_Cruz	10318	11,7	7,2	1014,6	1012,3	8,4	1,4	4,1	22	4	1	0	0	0	0,201715921
Reconquista_Aero	Santa_Fe	10804	12,8	9,1	1019,3	1012,9	11,1	2,6	5,7	16,1	7,7	0	0	0	0	0,741535328
Esquel_Aero	Chubut	10527	6,7	2,8	999,1	907,5	16,9	3,2	6,7	11	4,2	0	1	0	0	0,083513071
San_Luis_Aero	San_Luis	10403	13,2	9,3	1020,3	937,5	20	2,4	3,6	18,5	8,8	0	0	0	0	0,958307117
San_Julian_Aero	Santa_Cruz	11027	13,1	-5,1	1009	1001,5	29,9	9,5	12,9	18,1	4,7	0	0	0	0	0,118917283
La_Rioja_Aero	La_Rioja	10806	18,3	4,4	1011,4	961,9	13,8	1,1	2,1	25	7,8	0	0	0	0	0,864571636
Azul_Aero	Buenos_Aires	10127	22,9	10,7	1011,3	994,2	15	6	8,7	31,8	14,5	0	0	0	0	0,214945576
Concordia_Aero	Entre_Rios	10830	16,7	7,6	1015,4	1010,9	12,6	4,4	7,7	26,4	8,4	0	0	0	0	0,114442677
Catamarca_Aero_II	Catamarca	10331	26,2	13,4	1004,6	954,2	20	6	9,3	34,5	20,7	0	0	0	0	0,951010874
Corrientes_Aero	Entre_Rios	11007	19,5	9,3	1019,8	1012,5	9,3	3,8	6,2	28	11,2	0	0	0	0	0,238956294
Rio_Cuarto_Aero	Cordoba	11102	18,1	6,7	1016,2	967,4	12,6	5,5	10,3	23	12,5	0	0	0	0	0,855712505
San_Luis_Aero	San_Luis	10104	25,1	12,1	1006,7	928,7	17,9	4,3	9,8	34	15,4	0	1	0	0	0,442523061
El_Bolson	Rio_Negro	10623	1,6	0	1024,1	982,2	29,9	0,6	3,1	8,5	-3	0	0	0	0	0,690125946
Resistencia_Aero	Chaco	10705	23,8	20,6	1011,4	1005,4	10,8	3,4	9,3	29,5	19,9	0	0	0	0	0,517220535
General_Pico_Aero	La_Pampa	11103	20,8	8,7	1016,6	999,7	21,2	3	4,6	29,6	11,4	0	0	0	0	0,525536788
Gualeguaychu_Aero	Entre_Rios	10526	14,1	10,7	1016,1	1013,4	12,1	1,7	4,1	20,6	7,5	1	0	0	0	0,861187971
Ushuaia_Aero_II	Ushuaia	11026	6,2	1,6	990,7	983,8	14	8,7	18	15,1	4	0	1	0	0	0,384209379
Posadas_Aero	Misiones	10620	13,8	11,4	1016	1001,1	13,4	4,5	6,2	16,8	12	0	1	0	0	0,066253224
Gualeguaychu_Aero	Entre_Rios	10323	22	14,9	1017,5	1014,8	15	1,2	3,1	26,7	16	0	0	0	0	0,770930913
Gualeguaychu_Aero	Entre_Rios	10628	13,3	10,7	1010,3	1007,5	15	3,6	6,2	17,8	6	0	0	0	0	0,11049206
Tartagal_Aero	Salta	10528	21,8	11,8	997,2	947,4	10	1,2	3,1	34,4	11,8	0	0	0	0	0,011179987
Pilar	Cordoba	10629	12,1	0,8	1016,5	976,4	15,6	2,6	4,1	22,6	4,2	0	0	0	0	0,965283343
Neuquen_Aero	Neuquen	10726	7,8	-2,6	1013,3	980,6	11,6	1,4	3,1	20,6	-1,6	0	0	0	0	0,180286769
Laboulaye_Aero	Cordoba	10511	16,4	8,4	1014,7	998,5	10	1,4	4,1	23,3	11	0	0	0	0	0,971677914
Paso_De_Los_Libres_Aero	Corrientes	10424	20,2	16,2	1019,2	1010,9	10,8	2,4	6,2	28	14	0	0	0	0	0,232977939
Formosa_Aero	Formosa	10904	16,8	9,2	1021,2	1014,1	20	4,5	7,2	23,1	9,3	0	0	0	0	0,330324983
San_Martin_Mza	Mendoza	10105	26,4	12,5	1007,1	935,3	15	2	3,6	33,5	20,7	0	0	0	0	0,771902388
Concordia_Aero	Entre_Rios	10616	12,2	10,7	1014,4	1009,8	9,7	1,6	4,1	17,2	8,3	1	0	0	0	0,460611884
Neuquen_Aero	Neuquen	11008	21,8	3,2	1007,7	976,8	15	3,4	6,7	31,1	14,2	0	0	0	0	0,614867801
Comodoro_Rivadavia_Aero	Chubut	10525	10,5	3,3	1007,1	1001,5	16,6	3,6	12,3	19	1,5	0	1	0	0	0,500529602
Neuquen_Aero	Neuquen	10920	9,6	-3	1012,2	979,8	12,7	4,1	10,3	22,7	4	0	1	0	0	0,737207814
Rio_Gallegos_Aero	Santa_Cruz	10413	7,1	3,9	1009,6	1007,3	17,1	3,5	7,7	14	0,5	0	1	0	0	0,040676054
La_Rioja_Aero	La_Rioja	10616	14,3	13,1	1014,7	964,9	11,6	0,9	2,6	20,5	11	0	1	0	0	0,868056091
Catamarca_Aero_II	Catamarca	10612	19	11,2	1013,6	961,6	19,3	2,8	6,7	27,4	9,3	0	0	0	0	0,555089485
Santa_Rosa_Aero	La_Pampa	10923	8,1	-0,8	1033,1	1009,5	16,7	3,3	6,2	16,6	0,8	0	1	0	0	0,700058419
San_Juan_Aero_II	San_Juan	10802	9,2	-5	1021	950,3	15	1,9	3,1	18,4	-0,5	0	0	0	0	0,020656374
Junin_Aero	Buenos_Aires	10623	6,2	2,6	1022,1	1012	9,7	1,7	2,6	12,8	1	0	0	0	0	0,798852226
San_Luis_Aero	San_Luis	10612	17	10,8	1015,6	934,6	20	3	5,7	24,8	9,4	0	0	0	0	0,427373386
La_Plata	Buenos_Aires	10525	11,4	8,9	1020,5	1017,7	7,6	2,1	4,6	17	4,9	1	0	0	0	0,262942064
Laboulaye_Aero	Cordoba	10713	9,4	6,3	1016,5	999,9	8,4	0,3	2,1	18,6	3,7	1	0	0	0	0,080206687
Villa_Dolores_Aero	Cordoba	10407	16,1	7,4	1016,5	951,1	29,9	2,1	5,1	24,7	10,6	0	0	0	0	0,770848774
Tucuman_Aero_II	Tucuman	11112	25,2	9,2	1009,6	959,1	14,3	4,8	9,3	36	15	0	0	0	0	0,519471767
Paso_De_Los_Libres_Aero	Corrientes	11001	14,2	8,7	1016,1	1007,6	10,5	3,1	6,2	22,3	5,9	0	0	0	0	0,128468828
Chamical_Aero	La_Rioja	10624	11,4	3,4	1020,3	965,5	20	0,4	2,1	16,8	3,8	0	0	0	0	0,85242677
Catamarca_Aero_II	Catamarca	10708	9,7	4,8	1024,2	969,9	13,5	4,3	14,9	19,3	5,4	1	1	0	0	0,093305338
Dolores_Aero	Buenos_Aires	10604	12,4	6,7	1011,1	1010	10	6,7	10,3	18,5	8,6	0	0	0	0	0,652651535
Laboulaye_Aero	Cordoba	10622	9,2	0,9	1013,4	996,8	10	1	3,1	20,5	-2,6	0	0	0	0	0,576518765
Viedma_Aero	Rio_Negro	11022	14,6	0,7	1006,6	1005,7	29,9	4,9	10,3	18,5	7	0	0	0	0	0,976291572
El_Bolson	Rio_Negro	11006	11,1	0,2	1019,5	979	29,9	2,4	4,1	21,7	-1	0	0	0	0	0,636088901
Tartagal_Aero	Salta	10428	23,8	16,8	1005,3	955,9	10	1,5	6,2	31,7	18,6	0	0	0	0	0,001349463
Comodoro_Rivadavia_Aero	Chubut	10121	27,1	12,9	1008,3	1003	16,9	4	8,2	33,3	15,9	0	0	0	0	0,075668242
Mendoza_Aero	Mendoza	10725	6,3	-6,3	1018,8	935,9	11,6	0,7	2,1	15,6	-1,6	0	0	0	0	0,57516309
San_Martin_Mza	Mendoza	11002	13,8	2,9	1012,9	937,8	15	3,2	6,7	20,8	7,4	0	0	0	0	0,124387656
San_Juan_Aero_II	San_Juan	10326	20,1	5,8	1018,3	950,1	15	2	3,6	29,2	10,1	0	0	0	0	0,869480033
General_Pico_Aero	La_Pampa	10618	7,2	-2,7	1015,4	997,7	17,1	7,3	12,3	14,8	1	0	0	0	0	0,255902327
Tandil_Aero	Buenos_Aires	10711	9,8	9,2	1016,4	995,3	4,2	1,7	4,1	11,8	6,4	1	0	0	0	0,013040124
Mar_Del_Plata_Aero	Buenos_Aires	10208	23,7	17,5	1015,1	1012,5	10	3,6	6,2	31,2	14,4	0	0	0	0	0,858153731
Concordia_Aero	Entre_Rios	10507	14,8	8,7	1020,6	1016,7	14	3,6	5,7	24,3	10,5	0	0	0	0	0,433331733
Reconquista_Aero	Santa_Fe	10129	26,7	19,2	1012,8	1006,6	8,7	1,9	3,1	33,7	18,6	0	0	0	0	0,847079198
Villa_Dolores_Aero	Cordoba	11031	27,6	16,3	997,6	936,9	24,9	2,9	5,1	35	20,1	0	0	0	0	0,840988867
Tartagal_Aero	Salta	10603	20,9	12,8	1017	966,2	10	1,2	3,1	28,2	13,6	0	0	0	0	0,725429641
Chamical_Aero	La_Rioja	10402	19,5	11,5	1016,4	963,3	20	1,4	4,1	24,5	14,7	0	1	0	0	0,919324413
Rio_Cuarto_Aero	Cordoba	10523	10,9	4,9	1018,7	968,6	11,7	4,2	8,2	21,1	4,4	0	0	0	0	0,794666077
Dolores_Aero	Buenos_Aires	10703	12,3	6,5	1012,9	1011,8	10	5,3	9,8	20,4	4,6	0	0	0	0	0,126624662
Santiago_Del_Estero_Aero	Santiago_del_Estero	10812	13,1	-2,9	1010,8	987,1	10,9	2,8	4,6	24,7	5	0	0	0	0	0,011337652
Laboulaye_Aero	Cordoba	10425	20,8	13,7	1013,3	997,3	9,7	3,2	8,2	30,5	13,3	0	0	0	0	0,256080542
San_Antonio_Oeste_Aero	Rio_Negro	11008	23,3	3,5	1009,3	1007	29,9	8,9	10,3	32,6	14,6	0	0	0	0	0,017984404
Santiago_Del_Estero_Aero	Santiago_del_Estero	11015	22,6	18	1015	992	11,7	2	3,1	27,8	17,6	0	1	0	0	0,574971668
Tandil_Aero	Buenos_Aires	10303	15,6	11,9	1012,3	991,7	18,2	6,4	8,2	20,1	13,2	0	0	0	0	0,007322292
Villa_Dolores_Aero	Cordoba	10520	10,8	4,4	1021,4	954,4	29,9	2,3	4,1	19,5	4,6	0	0	0	0	0,618932294
Santa_Rosa_Aero	La_Pampa	11005	16,8	7,8	1019	996,2	31,4	4,6	7,2	24,5	8,5	0	0	0	0	0,728300359
Junin_Aero	Buenos_Aires	10618	8,9	3,9	1015,4	1005,5	10,3	3,9	6,2	14	-0,3	0	0	0	0	0,483313558
Comodoro_Rivadavia_Aero	Chubut	10311	15,2	2,5	1004,4	998,9	15,6	6,4	10,8	21,7	8,5	0	1	0	0	0,13062848
Laboulaye_Aero	Cordoba	10913	9,6	2,7	1022,5	1005,8	10	7,5	12,9	14,8	5,1	0	0	0	0	0,789877361
Bahia_Blanca_Aero	Buenos_Aires	10531	16,1	3	1000,1	990,4	14,3	7,6	10,3	21,5	6,8	0	0	0	0	0,074075508
San_Juan_Aero_II	San_Juan	10329	24,5	9,6	1009,8	943,4	17,5	2,8	4,1	32,6	13,7	0	0	0	0	0,152571959
Santa_Rosa_Aero	La_Pampa	11020	20	8,5	1001,3	979,3	24,3	4,1	6,7	27,7	15	0	1	0	0	0,842670978
San_Julian_Aero	Santa_Cruz	10901	1,2	0,2	1015,8	1008	11,6	3,4	5,1	5,7	-1,8	0	1	1	0	0,969055091
Mendoza_Aero	Mendoza	11107	23,5	2,6	1008,2	931,3	14	2,7	7,2	38,6	16,3	0	0	0	0	0,237421439
Marcos_Juarez_Aero	Cordoba	10905	15,1	4,2	1017,2	1003,5	20	5,7	8,8	24,8	7,9	0	0	0	0	0,538710331
Iguazu_Aero	Misiones	10813	14,4	11,8	1013,5	981,7	11,7	5,6	11,8	18	12	0	1	0	0	0,009361016
Catamarca_Aero_II	Catamarca	10825	9,8	-10,7	1027,3	972,9	15,8	4,9	6,7	14,5	3,1	0	0	0	0	0,821101403
Comodoro_Rivadavia_Aero	Chubut	10208	19,1	11,9	1010,7	1005,2	14,5	6,1	9,8	25,7	14,8	0	0	0	0	0,742828403
Villa_Dolores_Aero	Cordoba	10801	11,1	0,6	1016,3	949,7	20,8	1,6	2,1	18,2	6,3	0	0	0	0	0,673959427
Bahia_Blanca_Aero	Buenos_Aires	10408	14,4	6,1	1017,3	1007,3	15	2,7	4,1	23,4	6,4	0	0	0	0	0,222291646
Junin_Aero	Buenos_Aires	10926	12,7	4,9	1020,3	1010,4	12,1	7,7	10,8	19,4	5,6	0	0	0	0	0,695577444
Monte_Caseros_Aero	Corrientes	10713	16,3	15,3	1017,5	1011	12,7	1,9	3,1	18,2	14,9	0	1	0	0	0,055957798
Ezeiza_Aero	Buenos_Aires	10109	24,9	18,1	1015,8	1013,5	9,5	3,4	6,2	30	18,6	0	0	0	0	0,018163025
Tandil_Aero	Buenos_Aires	10115	22,7	16,9	1012,6	992,5	16,6	2,7	7,7	29,8	14,2	0	0	0	0	0,836078369
San_Juan_Aero_II	San_Juan	10722	0,2	-9	1032,2	958,7	15,8	1,3	4,1	8,6	-8,5	0	0	0	0	0,964209729
Villa_Reynolds_Aero	San_Luis	10620	6,3	-3,6	1024,1	965	15	0,9	3,1	16,6	-6	0	0	0	0	0,939163278
La_Rioja_Aero	La_Rioja	10122	28,5	17,5	1009,7	962,1	19,6	2,3	4,1	33	21	0	0	0	0	0,201558823
Villa_Reynolds_Aero	San_Luis	10912	9,6	5	1013,6	956,7	12,1	4	7,7	22,3	6,9	0	1	0	0	0,549068836
Junin_Aero	Buenos_Aires	11012	17,1	12,7	1018,4	1008,7	10	6,5	9,3	24,1	13,6	0	0	0	0	0,13355035
Chamical_Aero	La_Rioja	10803	13,4	4	1013,6	959,4	20	2,7	5,1	20,8	6	0	0	0	0	0,471048182
Ceres_Aero	Santa_Fe	10929	12,1	-0,2	1022,6	1011,9	13,2	6,7	8,8	20,5	8	0	0	0	0	0,368827484
Sauce_Viejo_Aero	Santa_Fe	11112	21,6	13,5	1009,7	1007,6	12,1	2,6	3,6	29,3	13,4	0	0	0	0	0,746992791
Villa_Dolores_Aero	Cordoba	10309	28,7	17,9	1004,7	942,5	23,2	2	3,1	35,6	20,2	0	0	0	0	0,605338947
Resistencia_Aero	Chaco	10425	22,1	15,1	1015,2	1009,1	10,3	2,4	4,1	29,7	15,5	0	0	0	0	0,286950684
Santiago_Del_Estero_Aero	Santiago_del_Estero	10725	7,4	-5,6	1023,7	999,2	12,9	2,9	8,2	21,2	-5,8	0	0	0	0	0,33574213
Pilar	Cordoba	10425	20,6	13,9	1014,1	975,2	11,9	1,3	4,1	29,2	13,2	1	0	0	0	0,869229639
